Total,761 40.70%,71 3.80% 12 0.64%,37,1.98%
PCT 87,,,,
Polling,336 46.67%,28 3.89% 2 0.28%,18,2.50%
Paper,0 -,0 - 0 -,0,-
Mail,35 48.61%,4 5.56% 0 0.00%,1,1.39%
Early,1351 48.23%,89 3.18% 7 0.25%,34,1.21%
Total,1722 47.93%,121 3.37% 9 0.25%,53,1.48%
PCT 88,,,,
Polling,204 64.15%,16 5.03% 2 0.63%,8,2.52%
Paper,0 -,0 - 0 -,0,-
Mail,14 53.85%,0 0.00% 0 0.00%,0,0.00%
Early,569 62.94%,37 4.09% 11 1.22%,17,1.88%
Total,787 63.06%,53 4.25% 13 1.04%,25,2.00%
PCT 89,,,,
Polling,207 47.48%,20 4.59% 3 0.69%,8,1.83%
Paper,0 -,0 - 0 -,0,-
Mail,61 56.48%,3 2.78% 1 0.93%,3,2.78%
Early,1293 47.78%,73 2.70% 9 0.33%,20,0.74%
Total,1561 48.03%,96 2.95% 13 0.40%,31,0.95%
PCT 90,,,,
Polling,104 37.01%,15 5.34% 1 0.36%,9,3.20%
Paper,0 -,0 - 0 -,0,-
Mail,48 48.00%,2 2.00% 0 0.00%,1,1.00%
Early,538 30.22%,49 2.75% 3 0.17%,36,2.02%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,690 31.93%,66 3.05% 4 0.19%,46,2.13%
PCT 91,,,,
Polling,76 36.02%,17 8.06% 4 1.90%,6,2.84%
Paper,0 -,0 - 0 -,0,-
Mail,29 48.33%,3 5.00% 1 1.67%,0,0.00%
Early,519 42.23%,53 4.31% 15 1.22%,22,1.79%
Total,624 41.60%,73 4.87% 20 1.33%,28,1.87%
PCT 92,,,,
Polling,167 46.39%,23 6.39% 12 3.33%,4,1.11%
Paper,0 -,0 - 0 -,0,-
Mail,61 39.35%,4 2.58% 0 0.00%,1,0.65%
Early,586 43.06%,50 3.67% 9 0.66%,18,1.32%
Total,814 43.39%,77 4.10% 21 1.12%,23,1.23%
PCT 93,,,,
Polling,3 6.82%,3 6.82% 0 0.00%,1,2.27%
Paper,0 -,0 - 0 -,0,-
Mail,1 12.50%,3 37.50% 0 0.00%,0,0.00%
Early,20 18.35%,0 0.00% 0 0.00%,3,2.75%
Total,24 14.91%,6 3.73% 0 0.00%,4,2.48%
PCT 94,,,,
Polling,201 50.25%,16 4.00% 1 0.25%,7,1.75%
Paper,0 -,0 - 0 -,0,-
Mail,51 57.30%,0 0.00% 0 0.00%,2,2.25%
Early,1056 50.62%,62 2.97% 11 0.53%,43,2.06%
Total,1308 50.80%,78 3.03% 12 0.47%,52,2.02%
PCT 95,,,,
Polling,137 43.49%,20 6.35% 4 1.27%,12,3.81%
Paper,0 -,0 - 0 -,0,-
Mail,23 43.40%,2 3.77% 1 1.89%,0,0.00%
Early,698 43.25%,82 5.08% 22 1.36%,31,1.92%
Total,858 43.29%,104 5.25% 27 1.36%,43,2.17%
PCT 96,,,,
Polling,67 47.86%,7 5.00% 2 1.43%,2,1.43%
Paper,0 -,0 - 0 -,0,-
Mail,5 62.50%,1 12.50% 0 0.00%,0,0.00%
Early,197 41.91%,17 3.62% 1 0.21%,9,1.91%
Total,269 43.53%,25 4.05% 3 0.49%,11,1.78%
PCT 97,,,,
Polling,37 25.00%,10 6.76% 1 0.68%,5,3.38%
Paper,0 -,0 - 0 -,0,-
Mail,9 30.00%,4 13.33% 0 0.00%,0,0.00%
Early,211 25.70%,9 1.10% 3 0.37%,11,1.34%
Total,257 25.73%,23 2.30% 4 0.40%,16,1.60%
PCT 98,,,,
Polling,22 32.35%,2 2.94% 0 0.00%,3,4.41%
Paper,0 -,0 - 0 -,0,-
Mail,60 38.71%,2 1.29% 0 0.00%,1,0.65%
Early,141 29.44%,8 1.67% 2 0.42%,6,1.25%
Total,223 31.77%,12 1.71% 2 0.28%,10,1.42%
PCT 99,,,,
Polling,23 53.49%,5 11.63% 1 2.33%,1,2.33%
Paper,0 -,0 - 0 -,0,-
Mail,4 25.00%,1 6.25% 0 0.00%,0,0.00%
Early,51 42.15%,4 3.31% 1 0.83%,2,1.65%
Total,78 43.33%,10 5.56% 2 1.11%,3,1.67%
PCT 100,,,,
Polling,0 -,0 - 0 -,0,-
Paper,0 -,0 - 0 -,0,-
Mail,0 -,0 - 0 -,0,-
Early,6 40.00%,0 0.00% 0 0.00%,0,0.00%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,6 40.00%,0 0.00% 0 0.00%,0,0.00%
PCT 101,,,,
Polling,115 31.86%,22 6.09% 5 1.39%,12,3.32%
Paper,0 -,0 - 0 -,0,-
Mail,28 53.85%,3 5.77% 0 0.00%,3,5.77%
Early,607 36.90%,77 4.68% 8 0.49%,26,1.58%
Total,750 36.44%,102 4.96% 13 0.63%,41,1.99%
PCT 102,,,,
Polling,86 26.30%,23 7.03% 2 0.61%,12,3.67%
Paper,0 -,0 - 0 -,0,-
Mail,33 34.74%,3 3.16% 0 0.00%,4,4.21%
Early,380 26.61%,46 3.22% 5 0.35%,23,1.61%
Total,499 26.97%,72 3.89% 7 0.38%,39,2.11%
PCT 103,,,,
Polling,86 49.14%,7 4.00% 2 1.14%,9,5.14%
Paper,0 -,0 - 0 -,0,-
Mail,15 45.45%,1 3.03% 0 0.00%,0,0.00%
Early,261 50.98%,25 4.88% 7 1.37%,8,1.56%
Total,362 50.28%,33 4.58% 9 1.25%,17,2.36%
PCT 104,,,,
Polling,229 65.62%,20 5.73% 11 3.15%,7,2.01%
Paper,0 -,0 - 0 -,0,-
Mail,21 63.64%,0 0.00% 0 0.00%,2,6.06%
Early,673 65.66%,36 3.51% 10 0.98%,12,1.17%
Total,923 65.60%,56 3.98% 21 1.49%,21,1.49%
PCT 105,,,,
Polling,45 43.69%,6 5.83% 0 0.00%,1,0.97%
Paper,0 -,0 - 0 -,0,-
Mail,25 60.98%,1 2.44% 0 0.00%,1,2.44%
Early,223 36.50%,25 4.09% 0 0.00%,5,0.82%
Total,293 38.81%,32 4.24% 0 0.00%,7,0.93%
PCT 106,,,,
Polling,69 33.82%,19 9.31% 5 2.45%,12,5.88%
Paper,0 -,0 - 0 -,0,-
Mail,18 48.65%,2 5.41% 0 0.00%,0,0.00%
Early,398 37.44%,51 4.80% 13 1.22%,34,3.20%
Total,485 37.19%,72 5.52% 18 1.38%,46,3.53%
PCT 107,,,,
Polling,110 44.35%,15 6.05% 4 1.61%,7,2.82%
Paper,0 -,0 - 0 -,0,-
Mail,41 50.00%,4 4.88% 0 0.00%,2,2.44%
Early,869 44.45%,77 3.94% 20 1.02%,36,1.84%
Total,1020 44.64%,96 4.20% 24 1.05%,45,1.97%
PCT 108,,,,
Polling,113 42.48%,13 4.89% 7 2.63%,7,2.63%
Paper,0 -,0 - 0 -,0,-
Mail,41 57.75%,5 7.04% 1 1.41%,0,0.00%
Early,811 50.59%,63 3.93% 11 0.69%,25,1.56%
Total,965 49.74%,81 4.18% 19 0.98%,32,1.65%
PCT 109,,,,
Polling,91 35.97%,15 5.93% 2 0.79%,10,3.95%
Paper,0 -,0 - 0 -,0,-
Mail,35 53.03%,4 6.06% 0 0.00%,0,0.00%
Early,754 38.77%,66 3.39% 11 0.57%,22,1.13%
Total,880 38.87%,85 3.75% 13 0.57%,32,1.41%
PCT 110,,,,
Polling,101 46.76%,8 3.70% 4 1.85%,9,4.17%
Paper,0 -,0 - 0 -,0,-
Mail,29 30.21%,4 4.17% 1 1.04%,1,1.04%
Early,619 41.74%,43 2.90% 4 0.27%,28,1.89%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,749 41.73%,55 3.06% 9 0.50%,38,2.12%
PCT 111,,,,
Polling,210 40.78%,16 3.11% 2 0.39%,12,2.33%
Paper,0 -,0 - 0 -,0,-
Mail,37 37.76%,3 3.06% 2 2.04%,0,0.00%
Early,784 33.62%,56 2.40% 12 0.51%,32,1.37%
Total,1031 35.01%,75 2.55% 16 0.54%,44,1.49%
PCT 112,,,,
Polling,103 50.74%,11 5.42% 1 0.49%,5,2.46%
Paper,0 -,0 - 0 -,0,-
Mail,56 53.33%,4 3.81% 3 2.86%,1,0.95%
Early,730 44.30%,51 3.09% 9 0.55%,29,1.76%
Total,889 45.45%,66 3.37% 13 0.66%,35,1.79%
PCT 113,,,,
Polling,157 40.46%,32 8.25% 16 4.12%,4,1.03%
Paper,0 -,0 - 0 -,0,-
Mail,20 40.00%,4 8.00% 0 0.00%,3,6.00%
Early,628 40.13%,68 4.35% 11 0.70%,27,1.73%
Total,805 40.19%,104 5.19% 27 1.35%,34,1.70%
PCT 114,,,,
Polling,53 19.70%,14 5.20% 1 0.37%,7,2.60%
Paper,0 -,0 - 0 -,0,-
Mail,10 28.57%,2 5.71% 0 0.00%,1,2.86%
Early,133 20.75%,16 2.50% 3 0.47%,5,0.78%
Total,196 20.74%,32 3.39% 4 0.42%,13,1.38%
PCT 115,,,,
Polling,144 51.99%,17 6.14% 5 1.81%,5,1.81%
Paper,0 -,0 - 0 -,0,-
Mail,48 53.93%,4 4.49% 0 0.00%,2,2.25%
Early,720 45.43%,55 3.47% 6 0.38%,19,1.20%
Total,912 46.75%,76 3.90% 11 0.56%,26,1.33%
PCT 116,,,,
Polling,160 41.45%,21 5.44% 3 0.78%,7,1.81%
Paper,0 -,0 - 0 -,0,-
Mail,79 57.25%,6 4.35% 0 0.00%,1,0.72%
Early,1015 39.91%,69 2.71% 7 0.28%,26,1.02%
Total,1254 40.89%,96 3.13% 10 0.33%,34,1.11%
PCT 117,,,,
Polling,177 41.84%,14 3.31% 8 1.89%,14,3.31%
Paper,0 -,0 - 0 -,0,-
Mail,44 53.01%,5 6.02% 0 0.00%,1,1.20%
Early,897 41.80%,88 4.10% 20 0.93%,45,2.10%
Total,1118 42.16%,107 4.03% 28 1.06%,60,2.26%
PCT 118,,,,
Polling,150 36.32%,19 4.60% 5 1.21%,7,1.69%
Paper,0 -,0 - 0 -,0,-
Mail,30 31.58%,3 3.16% 0 0.00%,0,0.00%
Early,744 32.15%,79 3.41% 16 0.69%,51,2.20%
Total,924 32.74%,101 3.58% 21 0.74%,58,2.06%
PCT 119,,,,
Polling,155 42.70%,16 4.41% 4 1.10%,6,1.65%
Paper,0 -,0 - 0 -,0,-
Mail,63 49.61%,5 3.94% 2 1.57%,0,0.00%
Early,1290 41.63%,85 2.74% 13 0.42%,50,1.61%
Total,1508 42.02%,106 2.95% 19 0.53%,56,1.56%
PCT 120,,,,
Polling,270 38.74%,43 6.17% 4 0.57%,17,2.44%
Paper,0 -,0 - 0 -,0,-
Mail,63 45.32%,2 1.44% 1 0.72%,3,2.16%
Early,1396 38.77%,122 3.39% 15 0.42%,62,1.72%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,1729 38.97%,167 3.76% 20 0.45%,82,1.85%
PCT 121,,,,
Polling,125 63.13%,7 3.54% 1 0.51%,3,1.52%
Paper,0 -,0 - 0 -,0,-
Mail,41 62.12%,2 3.03% 1 1.52%,0,0.00%
Early,849 58.47%,28 1.93% 8 0.55%,20,1.38%
Total,1015 59.15%,37 2.16% 10 0.58%,23,1.34%
PCT 122,,,,
Polling,128 28.70%,25 5.61% 3 0.67%,10,2.24%
Paper,0 -,0 - 0 -,0,-
Mail,40 30.77%,1 0.77% 0 0.00%,2,1.54%
Early,727 27.49%,76 2.87% 17 0.64%,56,2.12%
Total,895 27.79%,102 3.17% 20 0.62%,68,2.11%
PCT 123,,,,
Polling,63 36.42%,6 3.47% 1 0.58%,3,1.73%
Paper,0 -,0 - 0 -,0,-
Mail,17 32.08%,2 3.77% 0 0.00%,0,0.00%
Early,447 37.95%,35 2.97% 5 0.42%,9,0.76%
Total,527 37.54%,43 3.06% 6 0.43%,12,0.85%
PCT 124,,,,
Polling,126 51.01%,12 4.86% 5 2.02%,3,1.21%
Paper,0 -,0 - 0 -,0,-
Mail,79 40.31%,4 2.04% 0 0.00%,1,0.51%
Early,704 48.12%,47 3.21% 7 0.48%,27,1.85%
Total,909 47.69%,63 3.31% 12 0.63%,31,1.63%
PCT 125,,,,
Polling,229 47.81%,27 5.64% 6 1.25%,13,2.71%
Paper,0 -,0 - 0 -,0,-
Mail,60 49.18%,4 3.28% 1 0.82%,0,0.00%
Early,1253 51.02%,98 3.99% 15 0.61%,42,1.71%
Total,1542 50.44%,129 4.22% 22 0.72%,55,1.80%
PCT 126,,,,
Polling,142 30.02%,36 7.61% 2 0.42%,20,4.23%
Paper,0 -,0 - 0 -,0,-
Mail,34 46.58%,0 0.00% 1 1.37%,3,4.11%
Early,928 40.17%,102 4.42% 9 0.39%,43,1.86%
Total,1104 38.66%,138 4.83% 12 0.42%,66,2.31%
PCT 127,,,,
Polling,178 44.50%,26 6.50% 3 0.75%,12,3.00%
Paper,0 -,0 - 0 -,0,-
Mail,30 40.00%,4 5.33% 0 0.00%,0,0.00%
Early,776 41.56%,46 2.46% 8 0.43%,32,1.71%
Total,984 42.02%,76 3.25% 11 0.47%,44,1.88%
PCT 128,,,,
Polling,102 22.82%,29 6.49% 6 1.34%,12,2.68%
Paper,0 -,0 - 0 -,0,-
Mail,31 31.00%,3 3.00% 0 0.00%,2,2.00%
Early,588 21.66%,90 3.31% 9 0.33%,41,1.51%
Total,721 22.10%,122 3.74% 15 0.46%,55,1.69%
PCT 129,,,,
Polling,169 37.22%,26 5.73% 4 0.88%,19,4.19%
Paper,0 -,0 - 0 -,0,-
Mail,27 33.33%,3 3.70% 2 2.47%,6,7.41%
Early,663 35.38%,42 2.24% 8 0.43%,27,1.44%
Total,859 35.66%,71 2.95% 14 0.58%,52,2.16%
PCT 130,,,,
Polling,179 38.91%,25 5.43% 7 1.52%,7,1.52%
Paper,0 -,0 - 0 -,0,-
Mail,63 52.94%,3 2.52% 1 0.84%,3,2.52%
Early,1413 44.09%,117 3.65% 13 0.41%,62,1.93%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,1655 43.74%,145 3.83% 21 0.55%,72,1.90%
PCT 131,,,,
Polling,187 30.96%,44 7.28% 5 0.83%,20,3.31%
Paper,0 -,0 - 0 -,0,-
Mail,45 36.59%,3 2.44% 0 0.00%,4,3.25%
Early,916 29.97%,123 4.02% 17 0.56%,49,1.60%
Total,1148 30.35%,170 4.49% 22 0.58%,73,1.93%
PCT 132,,,,
Polling,148 43.66%,22 6.49% 4 1.18%,8,2.36%
Paper,0 -,0 - 0 -,0,-
Mail,48 57.14%,4 4.76% 2 2.38%,1,1.19%
Early,704 48.55%,56 3.86% 4 0.28%,27,1.86%
Total,900 48.05%,82 4.38% 10 0.53%,36,1.92%
PCT 133,,,,
Polling,113 42.97%,20 7.60% 3 1.14%,7,2.66%
Paper,0 -,0 - 0 -,0,-
Mail,9 33.33%,1 3.70% 0 0.00%,1,3.70%
Early,437 36.30%,40 3.32% 11 0.91%,16,1.33%
Total,559 37.42%,61 4.08% 14 0.94%,24,1.61%
PCT 134,,,,
Polling,336 45.65%,29 3.94% 11 1.49%,18,2.45%
Paper,0 -,0 - 0 -,0,-
Mail,35 31.25%,3 2.68% 1 0.89%,3,2.68%
Early,1647 46.01%,113 3.16% 11 0.31%,55,1.54%
Total,2018 45.57%,145 3.27% 23 0.52%,76,1.72%
PCT 135,,,,
Polling,223 46.17%,21 4.35% 5 1.04%,10,2.07%
Paper,0 -,0 - 0 -,0,-
Mail,41 45.56%,2 2.22% 1 1.11%,2,2.22%
Early,935 48.65%,56 2.91% 10 0.52%,23,1.20%
Total,1199 48.06%,79 3.17% 16 0.64%,35,1.40%
PCT 136,,,,
Polling,77 44.25%,9 5.17% 2 1.15%,4,2.30%
Paper,0 -,0 - 0 -,0,-
Mail,23 37.70%,1 1.64% 0 0.00%,1,1.64%
Early,419 39.23%,33 3.09% 6 0.56%,11,1.03%
Total,519 39.83%,43 3.30% 8 0.61%,16,1.23%
PCT 137,,,,
Polling,74 38.54%,14 7.29% 2 1.04%,2,1.04%
Paper,0 -,0 - 0 -,0,-
Mail,24 38.71%,4 6.45% 0 0.00%,1,1.61%
Early,402 39.14%,19 1.85% 10 0.97%,16,1.56%
Total,500 39.03%,37 2.89% 12 0.94%,19,1.48%
PCT 138,,,,
Polling,14 16.87%,9 10.84% 1 1.20%,6,7.23%
Paper,0 -,0 - 0 -,0,-
Mail,9 22.50%,2 5.00% 0 0.00%,1,2.50%
Early,217 28.48%,36 4.72% 3 0.39%,7,0.92%
Total,240 27.12%,47 5.31% 4 0.45%,14,1.58%
PCT 139,,,,
Polling,267 51.95%,27 5.25% 10 1.95%,9,1.75%
Paper,0 -,0 - 0 -,0,-
Mail,40 41.24%,3 3.09% 0 0.00%,0,0.00%
Early,1070 50.83%,60 2.85% 18 0.86%,33,1.57%
Total,1377 50.70%,90 3.31% 28 1.03%,42,1.55%
PCT 140,,,,
Polling,132 26.67%,23 4.65% 0 0.00%,15,3.03%
Paper,0 -,0 - 0 -,0,-
Mail,30 35.29%,4 4.71% 0 0.00%,4,4.71%
Early,730 28.99%,89 3.53% 9 0.36%,29,1.15%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,892 28.79%,116 3.74% 9 0.29%,48,1.55%
PCT 141,,,,
Polling,107 34.19%,15 4.79% 5 1.60%,12,3.83%
Paper,0 -,0 - 0 -,0,-
Mail,29 42.03%,1 1.45% 0 0.00%,2,2.90%
Early,696 42.67%,65 3.99% 12 0.74%,37,2.27%
Total,832 41.33%,81 4.02% 17 0.84%,51,2.53%
PCT 142,,,,
Polling,111 45.49%,22 9.02% 5 2.05%,9,3.69%
Paper,0 -,0 - 0 -,0,-
Mail,73 68.22%,1 0.93% 0 0.00%,2,1.87%
Early,725 45.77%,58 3.66% 10 0.63%,22,1.39%
Total,909 46.98%,81 4.19% 15 0.78%,33,1.71%
PCT 143,,,,
Polling,68 37.36%,7 3.85% 0 0.00%,6,3.30%
Paper,0 -,0 - 0 -,0,-
Mail,13 37.14%,3 8.57% 0 0.00%,1,2.86%
Early,338 32.66%,28 2.71% 4 0.39%,11,1.06%
Total,419 33.47%,38 3.04% 4 0.32%,18,1.44%
PCT 144,,,,
Polling,80 35.24%,15 6.61% 3 1.32%,5,2.20%
Paper,0 -,0 - 0 -,0,-
Mail,24 37.50%,0 0.00% 0 0.00%,0,0.00%
Early,505 36.30%,48 3.45% 11 0.79%,29,2.08%
Total,609 36.21%,63 3.75% 14 0.83%,34,2.02%
PCT 145,,,,
Polling,76 41.53%,18 9.84% 2 1.09%,6,3.28%
Paper,0 -,0 - 0 -,0,-
Mail,8 32.00%,1 4.00% 0 0.00%,0,0.00%
Early,403 46.75%,29 3.36% 8 0.93%,19,2.20%
Total,487 45.51%,48 4.49% 10 0.93%,25,2.34%
PCT 146,,,,
Polling,218 43.00%,38 7.50% 10 1.97%,13,2.56%
Paper,0 -,0 - 0 -,0,-
Mail,24 28.92%,4 4.82% 0 0.00%,1,1.20%
Early,983 42.98%,113 4.94% 15 0.66%,35,1.53%
Total,1225 42.58%,155 5.39% 25 0.87%,49,1.70%
PCT 147,,,,
Polling,90 42.25%,9 4.23% 0 0.00%,5,2.35%
Paper,0 -,0 - 0 -,0,-
Mail,15 44.12%,0 0.00% 0 0.00%,0,0.00%
Early,355 40.80%,31 3.56% 4 0.46%,10,1.15%
Total,460 41.18%,40 3.58% 4 0.36%,15,1.34%
PCT 148,,,,
Polling,0 0.00%,0 0.00% 0 0.00%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,0 -,0 - 0 -,0,-
Early,2 33.33%,0 0.00% 0 0.00%,0,0.00%
Total,2 25.00%,0 0.00% 0 0.00%,0,0.00%
PCT 149,,,,
Polling,141 34.22%,29 7.04% 7 1.70%,11,2.67%
Paper,0 -,0 - 0 -,0,-
Mail,24 35.29%,2 2.94% 0 0.00%,0,0.00%
Early,740 36.29%,78 3.83% 8 0.39%,30,1.47%
Total,905 35.93%,109 4.33% 15 0.60%,41,1.63%
PCT 150,,,,
Polling,23 35.94%,2 3.13% 0 0.00%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,1 9.09%,1 9.09% 1 9.09%,3,27.27%
Early,104 33.02%,10 3.17% 2 0.63%,4,1.27%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,128 32.82%,13 3.33% 3 0.77%,7,1.79%
PCT 151,,,,
Polling,68 43.59%,14 8.97% 4 2.56%,3,1.92%
Paper,0 -,0 - 0 -,0,-
Mail,21 65.63%,0 0.00% 0 0.00%,0,0.00%
Early,382 47.75%,34 4.25% 5 0.63%,11,1.38%
Total,471 47.67%,48 4.86% 9 0.91%,14,1.42%
PCT 152,,,,
Polling,8 57.14%,0 0.00% 0 0.00%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,0 -,0 - 0 -,0,-
Early,27 71.05%,2 5.26% 0 0.00%,0,0.00%
Total,35 67.31%,2 3.85% 0 0.00%,0,0.00%
PCT 153,,,,
Polling,177 34.24%,28 5.42% 6 1.16%,17,3.29%
Paper,0 -,0 - 0 -,0,-
Mail,21 33.33%,3 4.76% 0 0.00%,0,0.00%
Early,764 39.10%,69 3.53% 9 0.46%,36,1.84%
Total,962 37.96%,100 3.95% 15 0.59%,53,2.09%
PCT 154,,,,
Polling,9 10.11%,3 3.37% 0 0.00%,1,1.12%
Paper,0 -,0 - 0 -,0,-
Mail,1 7.14%,1 7.14% 0 0.00%,0,0.00%
Early,54 11.25%,12 2.50% 4 0.83%,3,0.63%
Total,64 10.98%,16 2.74% 4 0.69%,4,0.69%
PCT 155,,,,
Polling,235 30.40%,40 5.17% 7 0.91%,22,2.85%
Paper,0 -,0 - 0 -,0,-
Mail,56 34.15%,9 5.49% 1 0.61%,3,1.83%
Early,1142 31.57%,110 3.04% 13 0.36%,52,1.44%
Total,1433 31.47%,159 3.49% 21 0.46%,77,1.69%
PCT 156,,,,
Polling,136 37.47%,23 6.34% 6 1.65%,11,3.03%
Paper,0 -,0 - 0 -,0,-
Mail,27 39.13%,3 4.35% 0 0.00%,2,2.90%
Early,686 37.49%,85 4.64% 17 0.93%,16,0.87%
Total,849 37.53%,111 4.91% 23 1.02%,29,1.28%
PCT 157,,,,
Polling,249 43.23%,30 5.21% 8 1.39%,12,2.08%
Paper,0 -,0 - 0 -,0,-
Mail,48 51.06%,2 2.13% 1 1.06%,4,4.26%
Early,1464 44.16%,100 3.02% 25 0.75%,43,1.30%
Total,1761 44.19%,132 3.31% 34 0.85%,59,1.48%
PCT 158,,,,
Polling,127 49.03%,11 4.25% 1 0.39%,9,3.47%
Paper,0 -,0 - 0 -,0,-
Mail,24 63.16%,0 0.00% 0 0.00%,1,2.63%
Early,648 53.16%,32 2.63% 5 0.41%,25,2.05%
Total,799 52.70%,43 2.84% 6 0.40%,35,2.31%
PCT 159,,,,
Polling,251 50.10%,30 5.99% 4 0.80%,13,2.59%
Paper,0 -,0 - 0 -,0,-
Mail,25 39.68%,1 1.59% 1 1.59%,2,3.17%
Early,1020 43.37%,101 4.29% 21 0.89%,43,1.83%
Total,1296 44.44%,132 4.53% 26 0.89%,58,1.99%
PCT 160,,,,
Polling,10 12.35%,4 4.94% 0 0.00%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,0 0.00%,0 0.00% 0 0.00%,0,0.00%
Early,12 10.08%,8 6.72% 0 0.00%,1,0.84%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,22 10.43%,12 5.69% 0 0.00%,1,0.47%
PCT 161,,,,
Polling,5 20.00%,0 0.00% 0 0.00%,2,8.00%
Paper,0 -,0 - 0 -,0,-
Mail,4 57.14%,0 0.00% 0 0.00%,0,0.00%
Early,34 26.77%,1 0.79% 0 0.00%,3,2.36%
Total,43 27.04%,1 0.63% 0 0.00%,5,3.14%
PCT 162,,,,
Polling,4 18.18%,0 0.00% 0 0.00%,1,4.55%
Paper,0 -,0 - 0 -,0,-
Mail,1 16.67%,0 0.00% 0 0.00%,0,0.00%
Early,18 11.61%,2 1.29% 1 0.65%,1,0.65%
Total,23 12.57%,2 1.09% 1 0.55%,2,1.09%
PCT 163,,,,
Polling,93 35.63%,16 6.13% 5 1.92%,9,3.45%
Paper,0 -,0 - 0 -,0,-
Mail,14 58.33%,0 0.00% 0 0.00%,0,0.00%
Early,518 37.24%,60 4.31% 9 0.65%,31,2.23%
Total,625 37.29%,76 4.53% 14 0.84%,40,2.39%
PCT 164,,,,
Polling,7 36.84%,0 0.00% 1 5.26%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,108 36.73%,4 1.36% 0 0.00%,7,2.38%
Early,96 30.28%,12 3.79% 0 0.00%,1,0.32%
Total,211 33.49%,16 2.54% 1 0.16%,8,1.27%
PCT 165,,,,
Polling,24 31.58%,4 5.26% 2 2.63%,3,3.95%
Paper,0 -,0 - 0 -,0,-
Mail,6 40.00%,0 0.00% 0 0.00%,0,0.00%
Early,170 31.31%,10 1.84% 2 0.37%,20,3.68%
Total,200 31.55%,14 2.21% 4 0.63%,23,3.63%
PCT 166,,,,
Polling,152 43.18%,18 5.11% 7 1.99%,11,3.13%
Paper,0 -,0 - 0 -,0,-
Mail,15 38.46%,2 5.13% 0 0.00%,0,0.00%
Early,825 43.35%,55 2.89% 7 0.37%,40,2.10%
Total,992 43.24%,75 3.27% 14 0.61%,51,2.22%
PCT 167,,,,
Polling,193 46.84%,14 3.40% 5 1.21%,14,3.40%
Paper,0 -,0 - 0 -,0,-
Mail,36 56.25%,2 3.13% 1 1.56%,1,1.56%
Early,1282 53.55%,63 2.63% 13 0.54%,29,1.21%
Total,1511 52.65%,79 2.75% 19 0.66%,44,1.53%
PCT 168,,,,
Polling,49 30.06%,10 6.13% 0 0.00%,3,1.84%
Paper,0 -,0 - 0 -,0,-
Mail,13 32.50%,1 2.50% 1 2.50%,1,2.50%
Early,246 24.48%,42 4.18% 9 0.90%,27,2.69%
Total,308 25.50%,53 4.39% 10 0.83%,31,2.57%
PCT 169,,,,
Polling,117 42.39%,19 6.88% 4 1.45%,13,4.71%
Paper,0 -,0 - 0 -,0,-
Mail,16 37.21%,0 0.00% 0 0.00%,1,2.33%
Early,647 43.10%,64 4.26% 9 0.60%,28,1.87%
Total,780 42.86%,83 4.56% 13 0.71%,42,2.31%
PCT 170,,,,
Polling,67 35.08%,17 8.90% 3 1.57%,7,3.66%
Paper,0 -,0 - 0 -,0,-
Mail,5 20.00%,0 0.00% 1 4.00%,0,0.00%
Early,258 28.96%,33 3.70% 14 1.57%,12,1.35%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,330 29.81%,50 4.52% 18 1.63%,19,1.72%
PCT 171,,,,
Polling,232 42.73%,34 6.26% 9 1.66%,16,2.95%
Paper,0 -,0 - 0 -,0,-
Mail,43 35.83%,3 2.50% 2 1.67%,1,0.83%
Early,1339 40.61%,103 3.12% 15 0.45%,54,1.64%
Total,1614 40.76%,140 3.54% 26 0.66%,71,1.79%
PCT 172,,,,
Polling,105 28.93%,23 6.34% 5 1.38%,16,4.41%
Paper,0 -,0 - 0 -,0,-
Mail,14 45.16%,0 0.00% 0 0.00%,0,0.00%
Early,354 27.17%,44 3.38% 6 0.46%,17,1.30%
